LeftKey,RightKey,Winner
Leprechaun 3 (1995),Toy Story 4 (2019),Toy Story 4 (2019)
Leprechaun 3 (1995),Under the Skin (2013),Leprechaun 3 (1995)
Leprechaun 3 (1995),White Christmas (1954),White Christmas (1954)
Leprechaun 4: In Space (1996),Leprechaun Returns (2018),Leprechaun Returns (2018)
Leprechaun 4: In Space (1996),Leprechaun in the Hood (2000),Leprechaun in the Hood (2000)
Leprechaun 4: In Space (1996),Leprechaun: Back 2 tha Hood (2003),Leprechaun: Back 2 tha Hood (2003)
Leprechaun 4: In Space (1996),Leprechaun: Origins (2014),Leprechaun: Origins (2014)
Leprechaun 4: In Space (1996),Luca (2021),Luca (2021)
Leprechaun 4: In Space (1996),Mandy (2018),Mandy (2018)
Leprechaun 4: In Space (1996),Purl (2018),Purl (2018)
Leprechaun 4: In Space (1996),Race to Witch Mountain (2009),Race to Witch Mountain (2009)
Leprechaun 4: In Space (1996),Rollerball (2002),Rollerball (2002)
Leprechaun 4: In Space (1996),Signs (2002),Signs (2002)
Leprechaun 4: In Space (1996),Sing (2016),Sing (2016)
Leprechaun 4: In Space (1996),Species (1995),Species (1995)
Leprechaun 4: In Space (1996),Species II (1998),Species II (1998)
Leprechaun 4: In Space (1996),Species III (2004),Species III (2004)
Leprechaun 4: In Space (1996),The Adventures of Baron Munchausen (1988),The Adventures of Baron Munchausen (1988)
Leprechaun 4: In Space (1996),The Cat in the Hat (2003),Leprechaun 4: In Space (1996)
Leprechaun 4: In Space (1996),The Omega Code (1999),The Omega Code (1999)
Leprechaun 4: In Space (1996),The Revenant (2015),The Revenant (2015)
Leprechaun 4: In Space (1996),Toy Story 4 (2019),Toy Story 4 (2019)
Leprechaun 4: In Space (1996),Willy Wonka & the Chocolate Factory (1971),Willy Wonka & the Chocolate Factory (1971)
Leprechaun Returns (2018),Leprechaun in the Hood (2000),Leprechaun in the Hood (2000)
Leprechaun Returns (2018),Leprechaun: Back 2 tha Hood (2003),Leprechaun: Back 2 tha Hood (2003)
Leprechaun Returns (2018),Leprechaun: Origins (2014),Leprechaun: Origins (2014)
Leprechaun Returns (2018),Monsters University (2013),Monsters University (2013)
Leprechaun Returns (2018),The Cloverfield Paradox (2018),The Cloverfield Paradox (2018)
Leprechaun Returns (2018),The Thief and the Cobbler (1993),The Thief and the Cobbler (1993)
Leprechaun Returns (2018),The Void (2016),The Void (2016)
Leprechaun Returns (2018),Twilight (2008),Twilight (2008)
Leprechaun in the Hood (2000),Leprechaun: Back 2 tha Hood (2003),Leprechaun in the Hood (2000)
Leprechaun in the Hood (2000),Leprechaun: Origins (2014),Leprechaun in the Hood (2000)
Leprechaun in the Hood (2000),Luca (2021),Luca (2021)
Leprechaun in the Hood (2000),Mr. & Mrs. Smith (2005),Mr. & Mrs. Smith (2005)
Leprechaun in the Hood (2000),Ondine (2009),Leprechaun in the Hood (2000)
Leprechaun in the Hood (2000),Onward (2020),Onward (2020)
Leprechaun in the Hood (2000),PlayTime (1967),PlayTime (1967)
Leprechaun in the Hood (2000),Purl (2018),Leprechaun in the Hood (2000)
Leprechaun in the Hood (2000),Rudy (1993),Leprechaun in the Hood (2000)
Leprechaun in the Hood (2000),Signs (2002),Signs (2002)
Leprechaun in the Hood (2000),Species (1995),Species (1995)
Leprechaun in the Hood (2000),Species III (2004),Leprechaun in the Hood (2000)
Leprechaun in the Hood (2000),Star Wars: Episode III - Revenge of the Sith (2005),Leprechaun in the Hood (2000)
Leprechaun in the Hood (2000),Sweeney Todd: The Demon Barber of Fleet Street (2007),Sweeney Todd: The Demon Barber of Fleet Street (2007)
Leprechaun in the Hood (2000),Tangled (2010),Tangled (2010)
Leprechaun in the Hood (2000),The Adventures of Baron Munchausen (1988),Leprechaun in the Hood (2000)
Leprechaun in the Hood (2000),The Blob (1958),The Blob (1958)
Leprechaun in the Hood (2000),"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)",Leprechaun in the Hood (2000)
Leprechaun in the Hood (2000),The Disaster Artist (2017),Leprechaun in the Hood (2000)
Leprechaun in the Hood (2000),The Girl Who Played with Fire (2009),The Girl Who Played with Fire (2009)
Leprechaun in the Hood (2000),The Revenant (2015),The Revenant (2015)
Leprechaun in the Hood (2000),Toy Story 4 (2019),Toy Story 4 (2019)
Leprechaun in the Hood (2000),Troy (2004),Leprechaun in the Hood (2000)
Leprechaun in the Hood (2000),Under the Skin (2013),Leprechaun in the Hood (2000)
Leprechaun in the Hood (2000),Willy Wonka & the Chocolate Factory (1971),Willy Wonka & the Chocolate Factory (1971)
Leprechaun in the Hood (2000),Zombieland (2009),Leprechaun in the Hood (2000)
Leprechaun: Back 2 tha Hood (2003),Leprechaun: Origins (2014),Leprechaun: Back 2 tha Hood (2003)
Leprechaun: Back 2 tha Hood (2003),Live Free or Die Hard (2007),Live Free or Die Hard (2007)
Leprechaun: Back 2 tha Hood (2003),Mandy (2018),Mandy (2018)
Leprechaun: Back 2 tha Hood (2003),Mission: Impossible II (2000),Mission: Impossible II (2000)
Leprechaun: Back 2 tha Hood (2003),Mortal Kombat (1995),Mortal Kombat (1995)
Leprechaun: Back 2 tha Hood (2003),My Octopus Teacher (2020),My Octopus Teacher (2020)
Leprechaun: Back 2 tha Hood (2003),Powaqqatsi (1988),Powaqqatsi (1988)
Leprechaun: Back 2 tha Hood (2003),Purl (2018),Leprechaun: Back 2 tha Hood (2003)
Leprechaun: Back 2 tha Hood (2003),Race to Witch Mountain (2009),Leprechaun: Back 2 tha Hood (2003)
Leprechaun: Back 2 tha Hood (2003),Resident Evil: Apocalypse (2004),Resident Evil: Apocalypse (2004)
Leprechaun: Back 2 tha Hood (2003),Resident Evil: Extinction (2007),Resident Evil: Extinction (2007)
Leprechaun: Back 2 tha Hood (2003),Signs (2002),Signs (2002)
Leprechaun: Back 2 tha Hood (2003),Something Wicked This Way Comes (1983),Something Wicked This Way Comes (1983)
Leprechaun: Back 2 tha Hood (2003),Southpaw (2015),Southpaw (2015)
Leprechaun: Back 2 tha Hood (2003),Species (1995),Species (1995)
Leprechaun: Back 2 tha Hood (2003),Species III (2004),Species III (2004)
Leprechaun: Back 2 tha Hood (2003),The Adventures of Baron Munchausen (1988),The Adventures of Baron Munchausen (1988)
Leprechaun: Back 2 tha Hood (2003),The Score (2001),Leprechaun: Back 2 tha Hood (2003)
Leprechaun: Back 2 tha Hood (2003),Thor (2011),Thor (2011)
Leprechaun: Back 2 tha Hood (2003),Toy Story 4 (2019),Toy Story 4 (2019)
Leprechaun: Back 2 tha Hood (2003),Two Weeks Notice (2002),Two Weeks Notice (2002)
Leprechaun: Back 2 tha Hood (2003),Willy Wonka & the Chocolate Factory (1971),Willy Wonka & the Chocolate Factory (1971)
Leprechaun: Origins (2014),Let's Eat (2020),Let's Eat (2020)
Leprechaun: Origins (2014),Mr. & Mrs. Smith (2005),Mr. & Mrs. Smith (2005)
Leprechaun: Origins (2014),My Octopus Teacher (2020),My Octopus Teacher (2020)
Leprechaun: Origins (2014),Ondine (2009),Ondine (2009)
Leprechaun: Origins (2014),Resident Evil: Apocalypse (2004),Resident Evil: Apocalypse (2004)
Leprechaun: Origins (2014),Source Code (2011),Source Code (2011)
Leprechaun: Origins (2014),Sweeney Todd: The Demon Barber of Fleet Street (2007),Sweeney Todd: The Demon Barber of Fleet Street (2007)
Leprechaun: Origins (2014),Tangled (2010),Tangled (2010)
Leprechaun: Origins (2014),Terminator Salvation (2009),Leprechaun: Origins (2014)
Leprechaun: Origins (2014),The Blob (1958),The Blob (1958)
Leprechaun: Origins (2014),The Hudsucker Proxy (1994),The Hudsucker Proxy (1994)
Leprechaun: Origins (2014),The Thief and the Cobbler (1993),The Thief and the Cobbler (1993)
Leprechaun: Origins (2014),The Void (2016),Leprechaun: Origins (2014)
Leprechaun: Origins (2014),Thor: Ragnarok (2017),Thor: Ragnarok (2017)
Leprechaun: Origins (2014),Turner & Hooch (1989),Turner & Hooch (1989)
Leprechaun: Origins (2014),V for Vendetta (2005),V for Vendetta (2005)
Leprechaun: Origins (2014),Waterworld (1995),Waterworld (1995)
Leprechaun: Origins (2014),Zombieland (2009),Leprechaun: Origins (2014)
Let's Eat (2020),Mr. & Mrs. Smith (2005),Let's Eat (2020)
Let's Eat (2020),My Octopus Teacher (2020),My Octopus Teacher (2020)
Let's Eat (2020),Signs (2002),Signs (2002)
Let's Eat (2020),The Thief and the Cobbler (1993),The Thief and the Cobbler (1993)
Let's Eat (2020),Turner & Hooch (1989),Let's Eat (2020)
Lifted (2006),Lu Over the Wall (2017),Lifted (2006)
Lifted (2006),Luca (2021),Lifted (2006)
Lifted (2006),Mephisto (1981),Mephisto (1981)
Lifted (2006),My Octopus Teacher (2020),Lifted (2006)
Lifted (2006),Presto (2008),Presto (2008)
Lifted (2006),Rounders (1998),Rounders (1998)
Lifted (2006),Shaun of the Dead (2004),Shaun of the Dead (2004)
Lifted (2006),Signs (2002),Lifted (2006)
Lifted (2006),Swiss Army Man (2016),Swiss Army Man (2016)
Lifted (2006),The 'Burbs (1989),Lifted (2006)
Lifted (2006),The Andromeda Strain (1971),The Andromeda Strain (1971)
Lifted (2006),The Avengers (2012),Lifted (2006)
Lifted (2006),The Ballad of Buster Scruggs (2018),The Ballad of Buster Scruggs (2018)
Lifted (2006),The Cable Guy (1996),The Cable Guy (1996)
Lifted (2006),The Gold Rush (1925),The Gold Rush (1925)
Lifted (2006),The Matrix Reloaded (2003),The Matrix Reloaded (2003)
Lifted (2006),The Revenant (2015),Lifted (2006)
Lifted (2006),The Rocky Horror Picture Show (1975),The Rocky Horror Picture Show (1975)
Lifted (2006),The Village (2004),Lifted (2006)
Lifted (2006),Toy Story 2 (1999),Lifted (2006)
Lifted (2006),Toy Story 4 (2019),Lifted (2006)
Lilo & Stitch (2002),Liz and the Blue Bird (2018),Liz and the Blue Bird (2018)
Lilo & Stitch (2002),Mad Max: Fury Road (2015),Lilo & Stitch (2002)
Lilo & Stitch (2002),Men in Black (1997),Lilo & Stitch (2002)
Lilo & Stitch (2002),Modern Times (1936),Modern Times (1936)
Lilo & Stitch (2002),Monster (2003),Monster (2003)
Lilo & Stitch (2002),Mulholland Drive (2001),Mulholland Drive (2001)
Lilo & Stitch (2002),No Country for Old Men (2007),No Country for Old Men (2007)
Lilo & Stitch (2002),Pan's Labyrinth (2006),Lilo & Stitch (2002)
Lilo & Stitch (2002),"Planes, Trains and Automobiles (1987)",Lilo & Stitch (2002)
Lilo & Stitch (2002),Predator (1987),Predator (1987)
Lilo & Stitch (2002),Princess Mononoke (1997),Lilo & Stitch (2002)
Lilo & Stitch (2002),Rear Window (1954),Lilo & Stitch (2002)
Lilo & Stitch (2002),RoboCop (1987),Lilo & Stitch (2002)
Lilo & Stitch (2002),Scream (1996),Lilo & Stitch (2002)
Lilo & Stitch (2002),Stalker (1979),Stalker (1979)
Lilo & Stitch (2002),The Bourne Identity (2002),The Bourne Identity (2002)
Lilo & Stitch (2002),The Emperor's New Groove (2000),Lilo & Stitch (2002)
Lilo & Stitch (2002),The Music Room (1958),The Music Room (1958)
Lilo & Stitch (2002),The Shape of Water (2017),Lilo & Stitch (2002)
Lilo & Stitch (2002),The Social Network (2010),The Social Network (2010)
Lilo & Stitch (2002),There Will Be Blood (2007),Lilo & Stitch (2002)
Lilo & Stitch (2002),Wolfwalkers (2020),Wolfwalkers (2020)
Little Miss Sunshine (2006),Lucky Number Slevin (2006),Lucky Number Slevin (2006)
Little Miss Sunshine (2006),Mars Attacks! (1996),Little Miss Sunshine (2006)
Little Miss Sunshine (2006),Monsieur Hulot's Holiday (1953),Monsieur Hulot's Holiday (1953)
Little Miss Sunshine (2006),Pacific Rim (2013),Pacific Rim (2013)
Little Miss Sunshine (2006),Platoon (1986),Platoon (1986)
Little Miss Sunshine (2006),Pod (2015),Pod (2015)
Little Miss Sunshine (2006),Reign of Fire (2002),Reign of Fire (2002)
Little Miss Sunshine (2006),Saw (2004),Saw (2004)
Little Miss Sunshine (2006),Shaolin Soccer (2001),Shaolin Soccer (2001)
Little Miss Sunshine (2006),Solaris (1972),Solaris (1972)
Little Miss Sunshine (2006),Solaris (2002),Solaris (2002)
Little Miss Sunshine (2006),Speed Racer (2008),Speed Racer (2008)
Little Miss Sunshine (2006),Star Wars: The Force Awakens (2015),Star Wars: The Force Awakens (2015)
Little Miss Sunshine (2006),Star Wars: The Last Jedi (2017),Star Wars: The Last Jedi (2017)
Little Miss Sunshine (2006),The Brood (1979),The Brood (1979)
Little Miss Sunshine (2006),The Conjuring (2013),The Conjuring (2013)
Little Miss Sunshine (2006),The Family Man (2000),Little Miss Sunshine (2006)
Little Miss Sunshine (2006),The Hunger Games (2012),The Hunger Games (2012)
Little Miss Sunshine (2006),The Laundromat (2019),The Laundromat (2019)
Little Miss Sunshine (2006),The Lost World: Jurassic Park (1997),The Lost World: Jurassic Park (1997)
Little Miss Sunshine (2006),The New World (2005),The New World (2005)
Little Miss Sunshine (2006),The Room (2003),The Room (2003)
Little Miss Sunshine (2006),The Simpsons Movie (2007),The Simpsons Movie (2007)
Little Miss Sunshine (2006),The World's End (2013),The World's End (2013)
Little Miss Sunshine (2006),Toy Story 4 (2019),Toy Story 4 (2019)
Little Miss Sunshine (2006),Turner & Hooch (1989),Little Miss Sunshine (2006)
Little Miss Sunshine (2006),Up in the Air (2009),Up in the Air (2009)
Little Miss Sunshine (2006),While You Were Sleeping (1995),While You Were Sleeping (1995)
Little Miss Sunshine (2006),Zoolander (2001),Zoolander (2001)
Live Free or Die Hard (2007),Mac and Me (1988),Live Free or Die Hard (2007)
Live Free or Die Hard (2007),Mission: Impossible II (2000),Live Free or Die Hard (2007)
Live Free or Die Hard (2007),Monsters University (2013),Live Free or Die Hard (2007)
Live Free or Die Hard (2007),Mortal Kombat (1995),Live Free or Die Hard (2007)
Live Free or Die Hard (2007),Mute (2018),Live Free or Die Hard (2007)
Live Free or Die Hard (2007),Paradox (2016),Live Free or Die Hard (2007)
Live Free or Die Hard (2007),Prince of Persia: The Sands of Time (2010),Live Free or Die Hard (2007)
Live Free or Die Hard (2007),Push (2009),Live Free or Die Hard (2007)
Live Free or Die Hard (2007),Ralph Breaks the Internet (2018),Ralph Breaks the Internet (2018)
Live Free or Die Hard (2007),Resident Evil: Extinction (2007),Live Free or Die Hard (2007)
Live Free or Die Hard (2007),Something Wicked This Way Comes (1983),Live Free or Die Hard (2007)
Live Free or Die Hard (2007),Southpaw (2015),Live Free or Die Hard (2007)
Live Free or Die Hard (2007),Synchronicity (2015),Live Free or Die Hard (2007)
Live Free or Die Hard (2007),Talladega Nights: The Ballad of Ricky Bobby (2006),Live Free or Die Hard (2007)
Live Free or Die Hard (2007),Team America: World Police (2004),Live Free or Die Hard (2007)
Live Free or Die Hard (2007),The Cloverfield Paradox (2018),Live Free or Die Hard (2007)
Live Free or Die Hard (2007),The Fighter (2010),Live Free or Die Hard (2007)
Live Free or Die Hard (2007),The Gift (2000),Live Free or Die Hard (2007)
Live Free or Die Hard (2007),The Good Dinosaur (2015),Live Free or Die Hard (2007)
Live Free or Die Hard (2007),The Holiday (2006),Live Free or Die Hard (2007)
Live Free or Die Hard (2007),The Pacifier (2005),Live Free or Die Hard (2007)
Live Free or Die Hard (2007),The Recruit (2003),Live Free or Die Hard (2007)
Live Free or Die Hard (2007),The Terminal (2004),Live Free or Die Hard (2007)
Live Free or Die Hard (2007),The VelociPastor (2018),Live Free or Die Hard (2007)
Live Free or Die Hard (2007),The Void (2016),Live Free or Die Hard (2007)
Live Free or Die Hard (2007),Twilight (2008),Live Free or Die Hard (2007)
Live Free or Die Hard (2007),War of the Worlds (2005),Live Free or Die Hard (2007)
Live Free or Die Hard (2007),Weekend (1967),Live Free or Die Hard (2007)
Live Free or Die Hard (2007),Wild Hogs (2007),Live Free or Die Hard (2007)
Liz and the Blue Bird (2018),Mad Max: Fury Road (2015),Liz and the Blue Bird (2018)
Liz and the Blue Bird (2018),Men in Black (1997),Liz and the Blue Bird (2018)
Liz and the Blue Bird (2018),Monster (2003),Liz and the Blue Bird (2018)
Liz and the Blue Bird (2018),Moon (2009),Liz and the Blue Bird (2018)
Liz and the Blue Bird (2018),Pan's Labyrinth (2006),Liz and the Blue Bird (2018)
Liz and the Blue Bird (2018),Paprika (2006),Liz and the Blue Bird (2018)
Liz and the Blue Bird (2018),Predator (1987),Liz and the Blue Bird (2018)
Liz and the Blue Bird (2018),Princess Mononoke (1997),Liz and the Blue Bird (2018)
Liz and the Blue Bird (2018),Ratatouille (2007),Liz and the Blue Bird (2018)
Liz and the Blue Bird (2018),Rear Window (1954),Liz and the Blue Bird (2018)
Liz and the Blue Bird (2018),Scream (1996),Liz and the Blue Bird (2018)
Liz and the Blue Bird (2018),Stalker (1979),Stalker (1979)
Liz and the Blue Bird (2018),The Bourne Identity (2002),Liz and the Blue Bird (2018)
Liz and the Blue Bird (2018),The Day the Earth Stood Still (1951),Liz and the Blue Bird (2018)
Liz and the Blue Bird (2018),The Emperor's New Groove (2000),Liz and the Blue Bird (2018)
Liz and the Blue Bird (2018),The Green Mile (1999),Liz and the Blue Bird (2018)
Liz and the Blue Bird (2018),The Matrix (1999),Liz and the Blue Bird (2018)
Liz and the Blue Bird (2018),The Shape of Water (2017),Liz and the Blue Bird (2018)
Liz and the Blue Bird (2018),The Social Network (2010),The Social Network (2010)
Liz and the Blue Bird (2018),The Sting (1973),The Sting (1973)
Liz and the Blue Bird (2018),There Will Be Blood (2007),Liz and the Blue Bird (2018)
Liz and the Blue Bird (2018),Wolfwalkers (2020),Liz and the Blue Bird (2018)
Liz and the Blue Bird (2018),Yi Yi (2000),Liz and the Blue Bird (2018)
"Lock, Stock and Two Smoking Barrels (1998)",Logan's Run (1976),"Lock, Stock and Two Smoking Barrels (1998)"
"Lock, Stock and Two Smoking Barrels (1998)",Man on the Moon (1999),"Lock, Stock and Two Smoking Barrels (1998)"
"Lock, Stock and Two Smoking Barrels (1998)",Mary Poppins (1964),"Lock, Stock and Two Smoking Barrels (1998)"
"Lock, Stock and Two Smoking Barrels (1998)",Millennium Actress (2001),Millennium Actress (2001)
"Lock, Stock and Two Smoking Barrels (1998)",Minority Report (2002),Minority Report (2002)
"Lock, Stock and Two Smoking Barrels (1998)",Mommy (2014),"Lock, Stock and Two Smoking Barrels (1998)"
"Lock, Stock and Two Smoking Barrels (1998)",Muppet Treasure Island (1996),"Lock, Stock and Two Smoking Barrels (1998)"
"Lock, Stock and Two Smoking Barrels (1998)",Rope (1948),"Lock, Stock and Two Smoking Barrels (1998)"
"Lock, Stock and Two Smoking Barrels (1998)",Scarface (1983),"Lock, Stock and Two Smoking Barrels (1998)"
"Lock, Stock and Two Smoking Barrels (1998)",Sorry to Bother You (2018),"Lock, Stock and Two Smoking Barrels (1998)"
"Lock, Stock and Two Smoking Barrels (1998)","Synecdoche, New York (2008)","Synecdoche, New York (2008)"
"Lock, Stock and Two Smoking Barrels (1998)",Temple Grandin (2010),"Lock, Stock and Two Smoking Barrels (1998)"
"Lock, Stock and Two Smoking Barrels (1998)",The Adventures of Buckaroo Banzai Across the 8th Dimension (1984),"Lock, Stock and Two Smoking Barrels (1998)"
"Lock, Stock and Two Smoking Barrels (1998)",The Birds (1963),The Birds (1963)
"Lock, Stock and Two Smoking Barrels (1998)",The Dark Knight (2008),"Lock, Stock and Two Smoking Barrels (1998)"
"Lock, Stock and Two Smoking Barrels (1998)",The Fifth Element (1997),"Lock, Stock and Two Smoking Barrels (1998)"
